dataset_id,dataset_name,species.key,bwg_name,category_range,stage,size_mm,bromeliad,abundance
111,Saba2009,7271,Diptera.571,category,larva,4,6891,0
111,Saba2009,7271,Diptera.571,category,larva,4,6896,0
111,Saba2009,7271,Diptera.571,category,larva,4,6901,0
111,Saba2009,7271,Diptera.571,category,larva,4,6906,0
111,Saba2009,7271,Diptera.571,category,larva,4,6811,0
111,Saba2009,7271,Diptera.571,category,larva,4,6816,0
111,Saba2009,7271,Diptera.571,category,larva,4,6821,0
111,Saba2009,7271,Diptera.571,category,larva,4,6826,0
111,Saba2009,7271,Diptera.571,category,larva,4,6831,0
111,Saba2009,7271,Diptera.571,category,larva,4,6836,0
111,Saba2009,7271,Diptera.571,category,larva,4,6841,0
111,Saba2009,7271,Diptera.571,category,larva,4,6846,0
111,Saba2009,7271,Diptera.571,category,larva,4,6851,0
111,Saba2009,7271,Diptera.571,category,larva,4,6856,0
111,Saba2009,7271,Diptera.571,category,larva,4,10741,1
111,Saba2009,7271,Diptera.571,category,larva,4,10746,0
111,Saba2009,7271,Diptera.571,category,larva,4,10751,0
111,Saba2009,7271,Diptera.571,category,larva,4,10756,0
111,Saba2009,7271,Diptera.571,category,larva,4,10761,0
111,Saba2009,7271,Diptera.571,category,larva,4,10766,0
111,Saba2009,7271,Diptera.571,category,larva,4,10771,0
111,Saba2009,7271,Diptera.571,category,larva,4,10776,0
111,Saba2009,7271,Diptera.571,category,larva,4,10781,0
111,Saba2009,7271,Diptera.571,category,larva,4,10786,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1801,1
116,ElVerde2010,3426,Diptera.229,category,larva,2,1806,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1811,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1816,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1821,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1826,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1831,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1836,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1841,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1846,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1751,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1756,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1761,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1766,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1771,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1776,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1781,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1786,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1791,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1796,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1701,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1706,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1711,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1716,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1721,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1726,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1731,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1736,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1741,0
116,ElVerde2010,3426,Diptera.229,category,larva,2,1746,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1801,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1806,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1811,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1816,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1821,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1826,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1831,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1836,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1841,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1846,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1751,1
116,ElVerde2010,3686,Diptera.21,category,larva,2,1756,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1761,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1766,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1771,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1776,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1781,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1786,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1791,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1796,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1701,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1706,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1711,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1716,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1721,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1726,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1731,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1736,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1741,0
116,ElVerde2010,3686,Diptera.21,category,larva,2,1746,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1801,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1806,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1811,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1816,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1821,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1826,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1831,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1836,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1841,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1846,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1751,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1756,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1761,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1766,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1771,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1776,1
116,ElVerde2010,3741,Diptera.149,category,larva,1,1781,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1786,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1791,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1796,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1701,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1706,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1711,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1716,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1721,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1726,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1731,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1736,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1741,0
116,ElVerde2010,3741,Diptera.149,category,larva,1,1746,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1801,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1806,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1811,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1816,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1821,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1826,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1831,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1836,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1841,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1846,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1751,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1756,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1761,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1766,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1771,1
116,ElVerde2010,3751,Diptera.150,category,larva,2,1776,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1781,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1786,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1791,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1796,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1701,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1706,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1711,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1716,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1721,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1726,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1731,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1736,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1741,0
116,ElVerde2010,3751,Diptera.150,category,larva,2,1746,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1801,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1806,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1811,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1816,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1821,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1826,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1831,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1836,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1841,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1846,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1751,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1756,2
116,ElVerde2010,3756,Diptera.151,category,larva,2,1761,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1766,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1771,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1776,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1781,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1786,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1791,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1796,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1701,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1706,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1711,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1716,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1721,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1726,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1731,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1736,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1741,0
116,ElVerde2010,3756,Diptera.151,category,larva,2,1746,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1801,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1806,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1811,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1816,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1821,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1826,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1831,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1836,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1841,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1846,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1751,1
116,ElVerde2010,4256,Diptera.174,category,larva,1,1756,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1761,1
116,ElVerde2010,4256,Diptera.174,category,larva,1,1766,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1771,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1776,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1781,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1786,1
116,ElVerde2010,4256,Diptera.174,category,larva,1,1791,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1796,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1701,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1706,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1711,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1716,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1721,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1726,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1731,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1736,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1741,0
116,ElVerde2010,4256,Diptera.174,category,larva,1,1746,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1801,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1806,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1811,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1816,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1821,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1826,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1831,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1836,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1841,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1846,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1751,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1756,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1761,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1766,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1771,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1776,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1781,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1786,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1791,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1796,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1701,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1706,1
116,ElVerde2010,4261,Diptera.177,category,larva,1,1711,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1716,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1721,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1726,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1731,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1736,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1741,0
116,ElVerde2010,4261,Diptera.177,category,larva,1,1746,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1801,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1806,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1811,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1816,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1821,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1826,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1831,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1836,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1841,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1846,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1751,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1756,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1761,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1766,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1771,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1776,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1781,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1786,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1791,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1796,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1701,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1706,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1711,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1716,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1721,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1726,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1731,3
116,ElVerde2010,4401,Diptera.83,category,larva,2,1736,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1741,0
116,ElVerde2010,4401,Diptera.83,category,larva,2,1746,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1801,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1806,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1811,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1816,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1821,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1826,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1831,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1836,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1841,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1846,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1751,1
116,ElVerde2010,4456,Acari.1,category,adult,1,1756,1
116,ElVerde2010,4456,Acari.1,category,adult,1,1761,2
116,ElVerde2010,4456,Acari.1,category,adult,1,1766,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1771,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1776,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1781,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1786,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1791,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1796,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1701,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1706,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1711,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1716,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1721,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1726,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1731,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1736,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1741,0
116,ElVerde2010,4456,Acari.1,category,adult,1,1746,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1801,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1806,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1811,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1816,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1821,1
116,ElVerde2010,4961,Diptera.301,category,larva,2,1826,5
116,ElVerde2010,4961,Diptera.301,category,larva,2,1831,5
116,ElVerde2010,4961,Diptera.301,category,larva,2,1836,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1841,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1846,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1751,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1756,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1761,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1766,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1771,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1776,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1781,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1786,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1791,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1796,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1701,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1706,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1711,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1716,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1721,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1726,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1731,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1736,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1741,0
116,ElVerde2010,4961,Diptera.301,category,larva,2,1746,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1801,1
116,ElVerde2010,4976,Diptera.93,category,larva,1,1806,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1811,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1816,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1821,18
116,ElVerde2010,4976,Diptera.93,category,larva,1,1826,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1831,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1836,1
116,ElVerde2010,4976,Diptera.93,category,larva,1,1841,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1846,3
116,ElVerde2010,4976,Diptera.93,category,larva,1,1751,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1756,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1761,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1766,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1771,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1776,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1781,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1786,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1791,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1796,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1701,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1706,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1711,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1716,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1721,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1726,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1731,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1736,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1741,0
116,ElVerde2010,4976,Diptera.93,category,larva,1,1746,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1801,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1806,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1811,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1816,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1821,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1826,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1831,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1836,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1841,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1846,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1751,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1756,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1761,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1766,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1771,1
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1776,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1781,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1786,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1791,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1796,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1701,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1706,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1711,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1716,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1721,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1726,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1731,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1736,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1741,0
116,ElVerde2010,5401,Diptera.220,category,larva,1.5,1746,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1801,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1806,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1811,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1816,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1821,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1826,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1831,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1836,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1841,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1846,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1751,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1756,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1761,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1766,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1771,1
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1776,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1781,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1786,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1791,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1796,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1701,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1706,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1711,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1716,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1721,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1726,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1731,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1736,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1741,0
116,ElVerde2010,5406,Diptera.9,category,larva,1.5,1746,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1801,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1806,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1811,1
116,ElVerde2010,5461,Diptera.235,category,larva,4,1816,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1821,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1826,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1831,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1836,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1841,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1846,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1751,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1756,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1761,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1766,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1771,1
116,ElVerde2010,5461,Diptera.235,category,larva,4,1776,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1781,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1786,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1791,0
116,ElVerde2010,5461,Diptera.235,category,larva,4,1796,0
