country,bromeliad_id,day,class,ord,family,subfamily,genus,species,abundance,size_mm,dry_mass_mg,bromspecies,predator,resource,bwg_name,stage
trini,E2,2022-10-16,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,1,unknown,NA,vriesea_sp,absent,control,NA,adult
trini,E3,2022-10-19,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,2,unknown,NA,guzmania_sp,absent,control,NA,adult
trini,E9,2022-10-20,Hexapoda,Diptera,Tipulidae,NA,NA,Tipulidae_adult1,1,6.3,0.41,vriesea_sp,absent,control,NA,adult
trini,E2,2022-10-20,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,1,1,NA,vriesea_sp,absent,control,NA,adult
trini,E3,2022-10-22,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,1,unknown,NA,guzmania_sp,absent,control,NA,adult
trini,E27,2022-10-22,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,1,unknown,NA,vriesea_sp,absent,enriched,NA,adult
trini,E2,2022-10-22,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,1,1.94,0.02,vriesea_sp,absent,control,NA,adult
trini,E2,2022-10-22,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult2,1,3.14,NA,vriesea_sp,absent,control,NA,adult
trini,E32,2022-10-23,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult4,1,2.44,0.08,guzmania_sp,absent,enriched,NA,adult
trini,E15,2022-10-23,Hexapoda,Diptera,Tipulidae,NA,NA,Tipulidae_adult7,1,4.6,0.75,guzmania_sp,absent,control,NA,adult
trini,E4,2022-10-24,Hexapoda,Diptera,Tipulidae,NA,NA,Tipulidae_adult1,1,6.78,0.84,guzmania_sp,absent,control,NA,adult
trini,E28,2022-10-25,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult3,1,2,0.07,vriesea_sp,absent,enriched,NA,adult
trini,E6,2022-10-25,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult3,1,2.86,0.05,guzmania_sp,absent,control,NA,adult
trini,E31,2022-10-26,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,unknown,NA,guzmania_sp,absent,enriched,NA,adult
trini,E16,2022-10-27,Hexapoda,Diptera,Tipulidae,NA,NA,Tipulidae_adult1,1,7,1.29,guzmania_sp,absent,control,NA,adult
trini,E19,2022-10-27,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,2.74,0.03,guzmania_sp,absent,enriched,NA,adult
trini,E2,2022-10-27,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,2.5,0.06,vriesea_sp,absent,control,NA,adult
trini,E14,2022-10-28,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,1,1.46,NA,guzmania_sp,absent,control,NA,adult
trini,E23,2022-10-28,Hexapoda,Diptera,Tipulidae,NA,NA,Tipulidae_adult1,1,6.92,1.24,guzmania_sp,absent,enriched,NA,adult
trini,E31,2022-10-28,Hexapoda,Diptera,Tipulidae,NA,NA,Tipulidae_adult3,1,4.58,0.13,guzmania_sp,absent,enriched,NA,adult
trini,E18,2022-10-29,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult3,1,unknown,NA,guzmania_sp,absent,enriched,NA,adult
trini,E3,2022-10-30,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,unknown,NA,guzmania_sp,absent,control,NA,adult
trini,E3,2022-10-30,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult1,1,1.96,NA,guzmania_sp,absent,control,NA,adult
trini,E18,2022-10-30,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult2,1,1.1,0.01,guzmania_sp,absent,enriched,NA,adult
trini,E10,2022-10-31,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,2,0.04,guzmania_sp,absent,control,NA,adult
trini,E25,2022-10-31,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,1,NA,vriesea_sp,absent,enriched,NA,adult
trini,E6,2022-10-31,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,1.28,NA,guzmania_sp,absent,control,NA,adult
trini,E3,2022-11-02,Hexapoda,Diptera,Psychodidae,NA,NA,Psychodidae_adult1,1,1.78,0.08,guzmania_sp,absent,control,NA,adult
trini,E3,2022-11-03,Hexapoda,Diptera,Chironomidae,NA,NA,Chironomidae_adult6,1,unknown,NA,guzmania_sp,absent,control,NA,adult
